[854, 23.5343284, 87.2967216, 23.533698867471397, 23.534957929516143, 87.2960349544922, 87.29740824550782]
[855, 23.5426944, 87.3339275, 23.54206490751136, 23.543323889475335, 87.3332408544922, 87.33461414550783]
[671, 22.9937848, 88.4046274, 22.993152708898293, 22.99441688814263, 88.40394075449217, 88.4053140455078]
[995, 24.6642107, 87.9462406, 24.663586696276376, 24.664834700602995, 87.9455539544922, 87.94692724550782]
[352, 22.9567432, 88.4512302, 22.95611093562521, 22.957375461419396, 88.45054355449219, 88.45191684550781]
[464, 26.9450303, 88.1869747, 26.944418193917365, 26.945642402758608, 88.1862880544922, 88.18766134550782]
[874, 25.3392095, 88.7271026, 25.338588915145973, 25.33983008167105, 88.72641595449215, 88.72778924550778]
[920, 27.0378239, 88.331373, 27.037212298629523, 27.038435498038623, 88.33068635449217, 88.3320596455078]
[844, 24.0747264, 87.5721277, 24.074099481364446, 24.075353315570744, 87.5714410544922, 87.57281434550782]
[848, 23.873793, 87.7416825, 23.873165102928542, 23.87442089402601, 87.74099585449221, 87.74236914550784]
[00A, 23.431383, 88.4059497, 23.43075297587001, 23.43201302112756, 88.4052630544922, 88.40663634550782]
[897, 22.0887141, 87.761871, 22.0880778509711, 22.08935034616163, 87.76118435449217, 87.7625576455078]
[870, 24.1203426, 87.6608133, 24.119715904564757, 24.120969292366073, 87.66012665449216, 87.66149994550779]
[729, 22.4361447, 87.3116426, 22.43551002836094, 22.436779368736165, 87.31095595449221, 87.31232924550784]
[00C, 23.0215482, 87.0076197, 23.02091623894306, 23.022180158095107, 87.00693305449221, 87.00830634550783]
[00H, 25.7312354, 88.1263705, 25.730616840326395, 25.73185395645528, 88.1256838544922, 88.12705714550782]
[888, 22.9716592, 87.1764456, 22.97102700536746, 22.97229139167568, 87.17575895449215, 87.17713224550778]
[922, 22.2651537, 87.8985375, 22.264518249114772, 22.26578914799983, 87.89785085449216, 87.89922414550779]
[831, 21.793553, 87.5117237, 21.79291542927086, 21.794190567892418, 87.51103705449219, 87.51241034550782]
[813, 22.1650961, 87.6753539, 22.164460195753172, 22.165732001371666, 87.67466725449219, 87.67604054550782]
[489, 22.0621342, 88.0421701, 22.061497831256784, 22.06277056587868, 88.04148345449221, 88.04285674550783]
[00K, 26.4185651, 88.2736386, 26.417950160862528, 26.419180035858584, 88.27295195449221, 88.27432524550784]
[952, 23.429959868679, 86.4869663491845, 23.429329837767316, 23.430589896588437, 86.4862797036767, 86.48765299469233]
[996, 23.3447934, 88.0387368, 23.34416296394831, 23.345423833057843, 88.03805015449217, 88.0394234455078]
[858, 23.5094095, 87.308472, 23.50877984828818, 23.510039148701793, 87.30778535449218, 87.30915864550781]
[988, 23.173539, 88.7343373, 23.172907753502354, 23.1741702435207, 88.73365065449218, 88.7350239455078]
[00O, 22.8165863, 88.4023523, 22.815953382392, 22.817219214666665, 88.4016656544922, 88.40303894550783]
[992, 25.2286846, 88.5782652, 25.22806344942755, 25.229305747399593, 88.57757855449222, 88.57895184550785]
[953, 23.6996465, 86.8698201, 23.6990177611765, 23.700275235794876, 86.86913345449216, 86.87050674550778]
[890, 26.6986478, 88.378804, 26.69803436161682, 26.699261235080158, 88.37811735449219, 88.37949064550781]
[01A, 22.9223917, 88.8037026, 22.921759275172054, 22.923024121876, 88.8030159544922, 88.80438924550782]
[784, 23.6056896, 88.5269499, 23.605060409439602, 23.606318787540978, 88.52626325449216, 88.52763654550779]
[358, 23.4018433, 88.3581117, 23.4012131351828, 23.40247346181772, 88.35742505449218, 88.35879834550781]
[916, 24.5102518, 88.028177, 24.509627028587165, 24.510876568306678, 88.02749035449222, 88.02886364550784]
[985, 24.3015892, 88.0308308, 24.30096339532875, 24.30221500158481, 88.03014415449218, 88.0315174455078]
[647, 22.7351579, 88.3406513, 22.73452460461549, 22.735791192451348, 88.33996465449218, 88.3413379455078]
[00F, 22.4150678, 88.3979813, 22.41443303200299, 22.415702565096296, 88.39729465449216, 88.39866794550778]
[921, 22.6263869, 88.4913832, 22.62575310198219, 22.627020695095656, 88.49069655449216, 88.49206984550779]
[515, 23.2460133, 87.8607824, 23.24538239579253, 23.24664420122336, 87.86009575449219, 87.86146904550782]
[899, 24.0401764, 87.9791087, 24.039549312575584, 24.04080348436294, 87.97842205449217, 87.9797953455078]
[895, 26.2345378, 89.477623, 26.23392188279477, 26.235153713942392, 89.47693635449218, 89.4783096455078]
[00M, 26.1463184, 89.3914192, 26.145702016178998, 26.14693478056585, 89.39073255449216, 89.39210584550779]
[765, 26.1703888, 89.7130653, 26.169772543348806, 26.171005053393944, 89.71237865449217, 89.7137519455078]
[883, 22.735907, 87.452632, 22.735273708085018, 22.736540288981754, 87.45194535449218, 87.4533186455078]
[00I, 22.4045019, 88.4144291, 22.403867083730805, 22.405136713369526, 88.4137424544922, 88.41511574550782]
[01I, 26.4771951, 88.8531771, 26.476580473802073, 26.477809722913936, 88.85249045449217, 88.8538637455078]
[984, 24.8013417, 88.0575433, 24.80071838385021, 24.801965013016364, 88.05685665449221, 88.05822994550783]
